App,Category,Rating,Reviews,Size,Installs,Type,Last Updated
Shadow Fight 2,GAME,4.6,10981850,88M,"100,000,000+",Free,2-Jul-18
Crazy Wheels,GAME,4,121082,7.0M,"10,000,000+",Free,17-Jan-18
Cartoon Wars: Blade,GAME,4.4,165656,38M,"5,000,000+",Free,7-Feb-18
Racing CX,GAME,,4,20M,500+,Free,6-Jun-17
Freecell CY,GAME,4,387,1.1M,"50,000+",Free,16-Apr-11
Cytus II,GAME,4.7,16851,81M,"100,000+",Paid,3-Aug-18
Cytus,GAME,4.7,541732,20M,"5,000,000+",Free,9-Feb-18
Shadowverse CCG,GAME,4.2,47340,61M,"1,000,000+",Free,30-Jul-18
SuperBikers 2,GAME,3.9,6200,Varies with device,"500,000+",Free,6-Jul-18
Dan the Man: Action Platformer,GAME,4.8,528550,73M,"10,000,000+",Free,26-Jul-18
Geometry Dash SubZero,GAME,4.6,260527,49M,"10,000,000+",Free,21-Dec-17
Metal Soldiers 2,GAME,4.4,153649,Varies with device,"10,000,000+",Free,18-Jun-18
Quiz TRUE or FALSE,GAME,4.6,2464,34M,"50,000+",Free,13-Feb-18
Run Sausage Run!,GAME,4.4,276105,Varies with device,"10,000,000+",Free,1-Aug-18
Knife Hit,GAME,4.5,462614,60M,"10,000,000+",Free,22-May-18
The Visitor,GAME,4.1,39895,25M,"5,000,000+",Free,2-Jan-18
Just Dance Now,GAME,4.2,794058,56M,"10,000,000+",Free,12-Jun-18
DRAGON BALL LEGENDS,GAME,4.6,338742,48M,"5,000,000+",Free,3-Aug-18
DB Ultra Saiyan Battle,GAME,4.5,33,44M,"1,000+",Free,25-Jul-18
Injustice 2,GAME,4.3,504765,36M,"5,000,000+",Free,30-Jul-18
Injustice: Gods Among Us,GAME,4.4,2440877,32M,"10,000,000+",Free,14-Jun-18
Ultimate DC Challenge,GAME,4.5,937,35M,"10,000+",Free,19-Oct-17
Justice League Action Run,GAME,4.3,22333,9.7M,"1,000,000+",Free,7-Aug-18
Quiz DC,GAME,1.4,33,3.1M,"1,000+",Free,25-Dec-17
MARVEL Contest of Champions,GAME,4.3,2468915,92M,"50,000,000+",Free,30-Jul-18
MARVEL Avengers Academy,GAME,4.2,304106,Varies with device,"10,000,000+",Free,6-Aug-18
DC Universe Quiz,GAME,4.3,11,23M,500+,Free,22-May-18
Power Rangers: Legacy Wars,GAME,4.3,264755,91M,"10,000,000+",Free,17-Jul-18
WDAMAGE: Car Crash Engine,GAME,3.8,47386,96M,"1,000,000+",Free,6-Jun-18
Word Search multilingual,GAME,4.2,32849,1.5M,"1,000,000+",Free,30-Sep-15
Piano Free - Keyboard with Magic Tiles Music Games,GAME,4.5,785622,Varies with device,"50,000,000+",Free,29-Jun-18
Racing in Car 2,GAME,4.3,234589,38M,"50,000,000+",Free,22-Nov-16
Bike Racing 3D,GAME,4.2,951435,14M,"50,000,000+",Free,17-Jan-18
Truck Driver Cargo,GAME,4.1,257531,44M,"10,000,000+",Free,18-Jan-18
Checkers,GAME,4.5,375996,3.3M,"10,000,000+",Free,6-Aug-18
Scratch Logo Quiz. Challenging brain puzzle,GAME,3.3,152102,18M,"10,000,000+",Free,30-Jun-18
DF Squid,GAME,,1,14M,100+,Free,12-Dec-13
DG Mobile,GAME,4.3,59,1.4M,"1,000+",Free,8-Apr-17
Destroy Gunners Σ,GAME,4.4,10786,21M,"1,000,000+",Free,14-Jan-17
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,Varies with device,"10,000,000+",Free,23-Jul-18
DEER HUNTER CLASSIC,GAME,4.4,3941129,77M,"50,000,000+",Free,16-Jul-18
DEER HUNTER RELOADED,GAME,4.3,314774,43M,"5,000,000+",Free,16-Sep-13
DH Pineapple Poker OFC,GAME,4.2,1878,20M,"100,000+",Free,9-Nov-17
Call of Mini™ Dino Hunter,GAME,4.2,326042,10M,"10,000,000+",Free,6-Jun-14
Bike Mayhem Free,GAME,4.3,331692,Varies with device,"10,000,000+",Free,27-Mar-18
Car Crash III Beam DH Real Damage Simulator 2018,GAME,3.6,151,100M,"10,000+",Free,20-May-18
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,"5,000,000+",Free,11-Apr-11
Defender,GAME,4.6,152395,14M,"10,000,000+",Free,22-Jul-16
Texas HoldEm Poker Deluxe,GAME,4.5,396090,26M,"10,000,000+",Free,30-May-18
Deck Heroes: Legacy,GAME,4.7,466495,52M,"10,000,000+",Free,16-Jul-18
Shred! Downhill Mountainbiking,GAME,3.9,41683,63M,"1,000,000+",Free,2-Feb-17
Archery Physics Objects Destruction Apple shooter,GAME,4.5,6026,39M,"100,000+",Free,7-Jul-18
Fancy Pants Adventures,GAME,4.7,55952,61M,"1,000,000+",Free,13-Jul-17
Lep's World 3 🍀🍀🍀,GAME,4.3,771001,52M,"50,000,000+",Free,11-Jun-18
Robbery Bob,GAME,4.5,617732,44M,"10,000,000+",Free,29-Jul-18
Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,8-Jun-18
DK Quiz,GAME,4.4,1628,34M,"50,000+",Free,10-Apr-14
Super DK vs Kong Brother Advanced Free Classic,GAME,3.8,66,38M,"10,000+",Free,17-Jul-18
DM EVOLUTION,GAME,2.5,450,97M,"10,000+",Free,23-Jul-18
DM Adventure,GAME,,0,11M,10+,Free,18-Jun-18
Destiny Ninja Shall we date otome games love story,GAME,4.4,13079,30M,"500,000+",Free,20-Apr-18
Free Poker Games : Downtown Casino - Texas Holdem,GAME,4.5,2032,50M,"50,000+",Free,5-Jun-18
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71M,"5,000,000+",Free,19-Jul-18
Does not Commute,GAME,4,154108,78M,"5,000,000+",Free,13-Oct-15
Kung Fu Do Fighting,GAME,4,271214,Varies with device,"10,000,000+",Free,25-Jul-18
How well do you know me?,GAME,3.9,1290,6.4M,"100,000+",Free,26-Jul-18
Dude Perfect 2,GAME,4.5,401648,70M,"10,000,000+",Free,12-Apr-17
Endless Ducker,GAME,4.5,8193,41M,"500,000+",Free,16-Sep-16
that's lit,GAME,4.7,1115,39M,"100,000+",Free,7-Jul-17
Dash Quest Heroes,GAME,4.3,8432,59M,"500,000+",Free,16-Jul-18
Jungle book-The Great Escape,GAME,3.9,2362,25M,"100,000+",Free,17-Jul-13
Bunny Skater,GAME,4.2,139432,4.7M,"10,000,000+",Free,20-Nov-13
The Walking Zombie: Dead City,GAME,4.6,58575,96M,"1,000,000+",Free,21-Feb-18
Dr. Parking 4,GAME,4.4,475369,13M,"50,000,000+",Free,6-Mar-18
Dr. Driving 2,GAME,4.6,358633,19M,"10,000,000+",Free,3-May-18
Dr. Parker : Parking Simulator,GAME,4.5,14253,81M,"1,000,000+",Free,18-Jan-18
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95M,"1,000,000+",Free,24-Jul-18
Dr. Rocket,GAME,4,42182,3.4M,"1,000,000+",Free,6-Jan-18
Dr. Dominoes,GAME,4,2700,5.7M,"500,000+",Free,3-Jan-18
Dr. Gomoku,GAME,3.9,85317,4.5M,"5,000,000+",Free,15-Jan-18
Dr. Chess,GAME,4.1,97209,6.7M,"1,000,000+",Free,14-Jan-18
Dr Dre - Beatmaker,GAME,4.3,146,6.0M,"10,000+",Free,28-Feb-18
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31M,100+,Paid,23-Jul-18
Dr Driving Racer,GAME,4.3,183,68M,"10,000+",Free,14-Jun-18
Dr. Shogi,GAME,3.3,19291,5.1M,"1,000,000+",Free,2-Jan-18
DraStic DS Emulator,GAME,4.6,87766,12M,"1,000,000+",Paid,19-Jul-16
NDS Emulator - For Android 6,GAME,4.1,14002,19M,"1,000,000+",Free,26-Jul-18
Free DS Emulator,GAME,4.1,22896,19M,"1,000,000+",Free,26-Jul-18
nds4droid,GAME,3.4,107778,8.8M,"10,000,000+",Free,12-Feb-16
MegaNDS (NDS Emulator),GAME,3.4,2218,11M,"500,000+",Free,18-Oct-17
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43M,"50,000+",Free,5-Aug-18
Simple x3DS Emulator - BETA,GAME,,0,Varies with device,"50,000+",Free,13-Jun-18
DS Tower Defence,GAME,3.2,768,1.4M,"100,000+",Free,5-Jun-13
RetroArch,GAME,3.8,21423,84M,"1,000,000+",Free,4-May-18
Riptide GP: Renegade,GAME,4.7,4328,Varies with device,"100,000+",Paid,1-Jun-18
Wheelie Challenge,GAME,4.6,137338,51M,"5,000,000+",Free,13-Jul-18
Dirt Trackin Sprint Cars,GAME,3.8,499,47M,"10,000+",Paid,10-May-18
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96M,"100,000+",Free,1-Jun-18
Hotel Insanity,GAME,4.2,3816,31M,"100,000+",Free,7-Jul-16
Retro City Rampage DX,GAME,4.7,416,16M,"10,000+",Paid,12-Jan-17
Shoot! DX - lights for FREE,GAME,,4,Varies with device,100+,Free,23-Jun-18
Santa's Monster Shootout DX,GAME,5,4,33M,50+,Paid,15-Aug-13
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,"50,000+",Free,24-Nov-17
Street Skater 3D,GAME,3.6,120852,21M,"10,000,000+",Free,24-Oct-17
DZ-JOKER,GAME,,6,18M,100+,Free,4-May-17
Super ball DZ,GAME,,24,32M,"1,000+",Free,21-Sep-17
Ludo Dz,GAME,4.5,17,28M,500+,Free,27-Aug-17
Need for Speed™ No Limits,GAME,4.4,3344300,22M,"50,000,000+",Free,24-Jul-18
Lost Journey (Dreamsky),GAME,4.5,32344,29M,"1,000,000+",Paid,21-Oct-16
Peggle Blast,GAME,4.1,166251,19M,"5,000,000+",Free,11-Dec-17
Heroes of Dragon Age,GAME,4.2,70389,28M,"1,000,000+",Free,9-May-18
SCRABBLE,GAME,3.9,172281,50M,"5,000,000+",Free,1-Aug-18
Asphalt Xtreme: Rally Racing,GAME,4.5,567984,39M,"10,000,000+",Free,16-Jul-18
League of Stickman 2018- Ninja Arena PVP(Dreamsky),GAME,4.4,32496,99M,"1,000,000+",Paid,3-Jul-18
Modern Combat 5: eSports FPS,GAME,4.3,2903386,58M,"100,000,000+",Free,24-Jul-18
Mass Effect: Andromeda APEX HQ,GAME,3.4,4490,92M,"100,000+",Free,21-Sep-17
Mirror’s Edge™ Companion,GAME,3.4,1995,43M,"100,000+",Free,28-Jun-16
Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,"1,000,000+",Paid,3-Aug-18
Gear.Club - True Racing,GAME,4.4,140658,37M,"1,000,000+",Free,1-Aug-18
Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8M,"100,000+",Free,30-Apr-14
EC Mover,GAME,5,5,4.6M,10+,Free,1-Aug-18
EF Jumper,GAME,,4,5.1M,100+,Free,13-Jul-17
E.G. Chess Free,GAME,4,505,23M,"10,000+",Free,6-Dec-14
E.G. Chess,GAME,4.3,56,23M,"1,000+",Paid,6-Dec-14
L.A. Crime Stories 2 Mad City Crime,GAME,4.2,3946,42M,"100,000+",Free,30-Mar-17
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99M,"1,000,000+",Free,1-Jun-18
L.A. Crime Stories Mad City Crime,GAME,4,30008,99M,"1,000,000+",Free,30-Mar-17
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,"10,000,000+",Free,30-Jul-18
Betul Ke Bohong Eh?,GAME,4.2,601,6.4M,"100,000+",Free,3-Apr-15
Eh Amego!,GAME,3.8,13388,7.1M,"500,000+",Free,24-Aug-15
MazeMilitia Classic Multiplayer Shooting Game,GAME,4.4,1294,44M,"50,000+",Free,8-Mar-18
ZOMBIE RIPPER,GAME,3.7,16073,94M,"500,000+",Free,14-Nov-17
Horror Hospital,GAME,3.7,63986,26M,"1,000,000+",Free,10-Oct-17
Mad Skills Motocross,GAME,4,32522,44M,"1,000,000+",Free,25-Jan-16
Pineapple Pen,GAME,4.3,157264,65M,"10,000,000+",Free,30-Dec-16
Guess The Emoji,GAME,4.5,76627,23M,"5,000,000+",Free,3-Jul-18
Camping RV Caravan Parking 3D,GAME,3.3,5290,48M,"500,000+",Free,18-Dec-14
Grand Bat Superhero Flying Assault Rescue Mission,GAME,4.4,1094,37M,"500,000+",Free,9-Jul-18
Zombie Frontier,GAME,4.2,326689,20M,"10,000,000+",Free,30-May-18
RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,"100,000+",Free,20-Apr-18
Tamago egg,GAME,3,49,7.1M,"5,000+",Free,31-Oct-17
Let's Poke The Egg,GAME,3.4,9051,23M,"1,000,000+",Free,4-Feb-17
Survival: Prison Escape,GAME,4,127810,33M,"10,000,000+",Free,1-Aug-18
TAMAGO Monsters Returns,GAME,4.1,104583,37M,"1,000,000+",Free,18-Aug-16
Traffic Sniper Counter Attack,GAME,4.3,5339,38M,"1,000,000+",Free,5-Dec-17
Rope Superhero Unlimited,GAME,4.4,6735,26M,"1,000,000+",Free,10-May-17
Extreme Super Car Driving 3D,GAME,3.9,23104,48M,"1,000,000+",Free,5-Aug-15
Fast Racing Car Simulator,GAME,3.8,8482,45M,"1,000,000+",Free,10-Aug-15
Beach Head Shooting Assault,GAME,3.8,555,44M,"100,000+",Free,2-Mar-18
Stickman Warriors Heroes 2,GAME,4.4,13714,41M,"1,000,000+",Free,15-Apr-17
Dead Target Zombie Shooting US Sniper Killer Squad,GAME,4.3,240,65M,"50,000+",Free,3-Oct-17
Dubai Racing,GAME,4.2,16237,23M,"500,000+",Free,23-Dec-15
WIZARD Card Game,GAME,4,48,4.1M,"1,000+",Paid,15-Dec-14
Robot Fighting Games™ - Real Boxing Champions 3D,GAME,4.4,30,47M,"5,000+",Free,2-Jul-18
Ghost Hunting camera,GAME,3.5,3048,24M,"500,000+",Free,6-Mar-17
Santa Panda Bubble Christmas,GAME,4.1,101,31M,"10,000+",Free,14-Mar-17
Racing Moto,GAME,4.3,697805,7.4M,"50,000,000+",Free,3-Jul-18
Train Racing Games 3D 2 Player,GAME,4.3,192374,56M,"10,000,000+",Free,9-Jan-18
Adivina el cantante de Trap y Reggaeton,GAME,4.5,1914,24M,"100,000+",Free,29-Jun-18
Fernanfloo,GAME,4.8,526595,49M,"10,000,000+",Free,26-Jun-18
Adivina el Emoji,GAME,,2536,32M,"100,000+",Free,2-Oct-16
The Game of Life,GAME,4.4,18652,63M,"100,000+",Paid,4-Jul-18
Red Hands – 2-Player Games,GAME,4.2,93608,Varies with device,"10,000,000+",Free,9-Feb-18
Get 'Em,GAME,4.1,7904,21M,"500,000+",Free,26-Oct-16
Live Hold’em Pro Poker - Free Casino Games,GAME,4.6,1123190,Varies with device,"10,000,000+",Free,7-Aug-18
Beach Shoot Em Up: Head Hunter,GAME,4.4,1218,15M,"500,000+",Free,6-Mar-18
Stick 'Em Up 2 Starter Edition,GAME,3.8,2102,40M,"100,000+",Free,11-Sep-15
Shoot`Em Down: Shooting game,GAME,3.9,7972,88M,"500,000+",Free,12-Aug-17
Texas Hold’em Poker + | Social,GAME,3.5,4416,59M,"500,000+",Free,18-Jan-17
PlayTexas Hold'em Poker Free,GAME,3.8,3543,Varies with device,"1,000,000+",Free,10-Mar-18
HAWK – Force of an Arcade Shooter. Shoot 'em up,GAME,4.6,190274,46M,"5,000,000+",Free,9-Jul-18
Texas Hold'em Poker,GAME,3.6,12846,14M,"1,000,000+",Free,29-Dec-17
Poker Equity Calculator Pro for No Limit Hold'em,GAME,4,21,14M,"5,000+",Paid,10-Sep-17
Poker Live! 3D Texas Hold'em,GAME,4.3,6143,37M,"100,000+",Free,25-Jul-18
Fun Texas Hold'em Poker,GAME,4.5,32831,24M,"500,000+",Free,12-May-17
Dragonplay™ Poker Texas Holdem,GAME,4.5,197979,Varies with device,"1,000,000+",Free,7-Aug-18
Punch em,GAME,4.1,2208,4.4M,"500,000+",Free,24-May-18
Zynga Poker – Texas Holdem,GAME,4.4,1986068,52M,"50,000,000+",Free,25-Jul-18
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,71468,51M,"1,000,000+",Free,12-Jun-18
World Series of Poker – WSOP Free Texas Holdem,GAME,4.5,910051,76M,"10,000,000+",Free,2-Aug-18
Texas Holdem Poker Pro,GAME,4.5,114479,26M,"5,000,000+",Free,20-Dec-17
Rage Fight of Streets - Beat Em Up Game,GAME,4.3,1489,67M,"100,000+",Free,13-May-18
HANGAME Casino - Baccarat & Texas Hold'em,GAME,4.1,8608,46M,"500,000+",Free,17-May-18
PokerStars Play: Free Texas Holdem Poker Game,GAME,4.6,14989,78M,"500,000+",Free,6-Jul-18
Texas Holdem Poker,GAME,4,127831,26M,"10,000,000+",Free,20-Dec-17
Big Fish Casino – Play Slots & Vegas Games,GAME,4.4,382100,Varies with device,"10,000,000+",Free,11-Jul-18
TRANSFORMERS: Forged to Fight,GAME,4.6,291941,90M,"10,000,000+",Free,27-Jul-18
Texas Holdem & Omaha Poker: Pokerist,GAME,4.3,187200,28M,"10,000,000+",Free,31-Jul-18
Governor of Poker 2 - OFFLINE POKER GAME,GAME,4.3,246538,60M,"5,000,000+",Free,6-Mar-18
Squadron - Bullet Hell Shooter,GAME,4.2,177542,40M,"10,000,000+",Free,2-May-16
Words With Friends – Play Free,GAME,4.3,711719,Varies with device,"10,000,000+",Free,11-Jul-18
Classic Words Solo,GAME,4.4,135739,Varies with device,"5,000,000+",Free,7-Aug-18
Chess Free,GAME,4.5,1375988,15M,"50,000,000+",Free,7-Jun-18
Sports Car Driving Simulator 2018,GAME,4.3,2178,57M,"500,000+",Free,28-Mar-18
The Great Wobo Escape Ep. 1,GAME,4.2,5449,20M,"500,000+",Free,13-Sep-16
The Visitor: Ep.2 - Sleepover Slaughter,GAME,4.3,5731,31M,"1,000,000+",Free,2-Jan-18
Superbrothers Sword & Sworcery,GAME,4.4,11023,16M,"100,000+",Paid,26-Jan-18
The Visitor: Ep.1 - Kitty Cat Carnage,GAME,4.4,3017,39M,"500,000+",Free,2-Jan-18
Dr.Slender Ep 1 Guide (Eng),GAME,4,454,27M,"10,000+",Free,2-Dec-14
Decay: The Mare - Ep.1 (Trial),GAME,3.6,5291,7.2M,"100,000+",Free,24-May-14
EP Gem Hunter,GAME,4.6,79,31M,"1,000+",Free,17-Jan-16
Gate Of Death Ep: 1,GAME,4.4,7,34M,100+,Free,7-Oct-16
Sonic 4™ Episode I,GAME,3.7,8014,37M,"100,000+",Paid,4-Apr-16
Oggy,GAME,4.5,49971,61M,"5,000,000+",Free,29-Aug-17
Invasion: Defend EU,GAME,,7,20M,50+,Free,8-Dec-17
R-EU-READY,GAME,4.1,13,16M,500+,Free,2-Mar-16
Speed Racing Ultimate 2,GAME,4.1,66894,Varies with device,"1,000,000+",Free,21-Jul-18
Countries of the European Union (Quiz),GAME,,11,7.0M,100+,Free,3-Feb-18
I Know Stuff,GAME,4.2,214923,Varies with device,"5,000,000+",Free,31-Jul-18
Water Surfer Racing In Moto,GAME,4.3,2233,36M,"1,000,000+",Free,28-Feb-18
"Ew, the small alien",GAME,,5,Varies with device,10+,Free,21-Jan-17
Rescue Robots Survival Games,GAME,4,27557,69M,"5,000,000+",Free,6-Jul-18
Bike Race - Bike Blast Rush,GAME,4.4,83891,48M,"10,000,000+",Free,19-Jul-18
ETERNITY WARRIORS 2,GAME,4.6,568391,5.2M,"5,000,000+",Free,1-Jul-14
An Elite Warrior Ex,GAME,4.7,15,93M,100+,Paid,21-Nov-16
Snes9x EX+,GAME,4.4,70351,Varies with device,"5,000,000+",Free,3-Mar-18
Virtual Dice EX,GAME,4.3,40,3.6M,"5,000+",Free,15-Mar-16
Eyes - The Scary Horror Game Adventure,GAME,4.4,499483,99M,"10,000,000+",Free,2-Aug-18
Sudoku Master,GAME,4.4,58387,3.3M,"1,000,000+",Free,13-Dec-13
Jungle Monkey Run,GAME,4.4,54082,21M,"10,000,000+",Free,11-Jul-18
Ez Mirror Match,GAME,4.4,3344,36M,"500,000+",Free,3-Jan-18
CNY Slots : Gong Xi Fa Cai 发财机,GAME,3.6,33,71M,"5,000+",Free,6-Jun-17
Golden HoYeah Slots - Real Casino Slots,GAME,4.4,201537,68M,"5,000,000+",Free,1-Aug-18
FaFaFa™ Gold Casino: Free slot machines,GAME,4.3,11051,44M,"1,000,000+",Free,25-Jun-18
Heart of Vegas™ Slots – Free Slot Casino Games,GAME,4.5,264282,48M,"10,000,000+",Free,12-Jul-18
Galaxian(FC),GAME,4.5,2,7.8M,100+,Paid,13-Nov-15
Garena Free Fire,GAME,4.5,5534114,53M,"100,000,000+",Free,3-Aug-18
FG SPINNER,GAME,,2,36M,10+,Free,6-Apr-18
BROTHER IN WARS: GUNNER CITY WARLORDS,GAME,4.3,8649,39M,"1,000,000+",Free,26-Jul-18
Angry Birds Space HD,GAME,4.5,43645,46M,"5,000,000+",Free,25-May-18
Police Car Driver,GAME,3.8,83671,30M,"10,000,000+",Free,4-May-18
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17M,"10,000+",Free,23-Aug-17
Moto Fighter 3D,GAME,3.9,85410,39M,"10,000,000+",Free,20-Sep-17
BMX Boy,GAME,4.2,839206,12M,"50,000,000+",Free,20-Sep-17
Crazy Bike attack Racing New: motorcycle racing,GAME,4.2,20364,45M,"5,000,000+",Free,12-Jul-18
Fields of Battle,GAME,4.1,71476,50M,"1,000,000+",Free,21-Apr-18
Family Guy The Quest for Stuff,GAME,4,995002,Varies with device,"10,000,000+",Free,25-Jul-18
Toy Attack,GAME,4.2,3878,69M,"500,000+",Free,4-Apr-18
SnowMobile Parking Adventure,GAME,3.6,12257,49M,"1,000,000+",Free,9-Sep-16
Zombie Sniper 3D III,GAME,3.9,8122,23M,"500,000+",Free,28-Feb-17
Shoot Hunter-Gun Killer,GAME,4.3,320334,27M,"50,000,000+",Free,8-Aug-18
Fast Motorcycle Driver 2016,GAME,4.2,28151,49M,"1,000,000+",Free,25-Dec-16
Forgotten Hill: Fall,GAME,4.4,1063,18M,"50,000+",Free,30-Oct-17
Forgotten Hill Mementoes,GAME,4.6,2027,56M,"100,000+",Free,19-Mar-18
Forgotten Hill: Surgery,GAME,4.5,2431,24M,"100,000+",Free,3-Nov-17
Forgotten Hill: Puppeteer,GAME,4.5,2917,22M,"100,000+",Free,30-Oct-17
"FJ Final Join , Circles Game",GAME,4.7,32,24M,"1,000+",Free,11-Jul-18
Offroad drive : 4x4 driving game,GAME,3.5,2071,36M,"100,000+",Free,29-Jun-18
Rope Hero: Vice Town,GAME,4.4,452589,99M,"10,000,000+",Free,1-Jul-18
Drive 4x4 Luxury SUV Jeep,GAME,4.2,2183,46M,"500,000+",Free,10-Jul-18
Motocross Mayhem,GAME,3.8,35171,45M,"1,000,000+",Free,11-Feb-14
Dino Defends king 3 – Dinosaur T rex Hunter Games,GAME,3.6,182,41M,"50,000+",Free,1-Mar-18
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35M,"1,000,000+",Free,9-Oct-17
Navy Gunner Shoot War 3D,GAME,4,103199,44M,"10,000,000+",Free,2-Aug-18
Drift Legends,GAME,4.2,33788,27M,"1,000,000+",Free,29-Mar-18
FK (FlightKid),GAME,,2,22M,10+,Free,3-Mar-16
Toy Truck Rally 3D,GAME,4,301895,25M,"50,000,000+",Free,23-May-18
PRO MX MOTOCROSS 2,GAME,3.8,25275,21M,"5,000,000+",Free,11-Aug-17
FRONTLINE COMMANDO,GAME,4.4,1351833,12M,"10,000,000+",Free,28-Oct-13
Gun Builder ELITE,GAME,4.1,88941,34M,"1,000,000+",Free,26-Jul-16
Magnum 3.0 Gun Custom SImulator,GAME,4.5,16815,59M,"1,000,000+",Free,4-Aug-18
Solitaire+,GAME,4.6,11235,Varies with device,"100,000+",Paid,30-Jul-18
Fruit Ninja Classic,GAME,4.3,85468,36M,"1,000,000+",Paid,8-Jun-18
Gun Club Armory,GAME,4.2,55014,28M,"1,000,000+",Free,4-Dec-17
Armed Cam Gun Pack,GAME,4.2,1012,50M,"10,000+",Free,18-Jan-15
Mu.F.O.,GAME,5,2,16M,1+,Paid,3-Mar-17
Fo Fo Fish,GAME,3.4,5,21M,50+,Free,25-Aug-15
4x4 Jeep Racer,GAME,4.1,7279,54M,"1,000,000+",Free,9-Mar-18
Frontline Terrorist Battle Shoot: Free FPS Shooter,GAME,4.2,9183,49M,"1,000,000+",Free,22-Jun-18
Mad Dash Fo' Cash,GAME,5,14,16M,100+,Free,19-Jun-17
Race Manager FP,GAME,3.8,196,11M,"5,000+",Free,3-Nov-14
FP Runner,GAME,3.7,38,29M,"1,000+",Free,29-Jun-16
Modern Counter Terrorist FPS Shoot,GAME,4,795,41M,"100,000+",Free,29-Aug-17
Monster Ride Pro,GAME,5,1,24M,10+,Free,5-Mar-18
BEBONCOOL GAMEPAD V1.0,GAME,3.9,404,2.2M,"100,000+",Free,30-Aug-17
Modern Strike Online,GAME,4.3,834117,44M,"10,000,000+",Free,30-Jul-18
Trine 2: Complete Story,GAME,3.8,252,11M,"10,000+",Paid,27-Feb-15
Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,72M,"50,000+",Free,27-Oct-17
Big Hunter,GAME,4.3,245455,84M,"10,000,000+",Free,31-May-18
Modern Counter Global Strike 3D,GAME,4.1,297,48M,"50,000+",Free,28-Mar-18
Modern Counter Global Strike 3D V2,GAME,4,368,48M,"50,000+",Free,28-Mar-18
Winter Wonderland,GAME,4,1287,38M,"50,000+",Free,18-Dec-13
Soccer Clubs Logo Quiz,GAME,4.2,21661,16M,"1,000,000+",Free,24-May-18
Sid Story,GAME,4.4,28510,78M,"500,000+",Free,1-Aug-18
Fatal Raid - No.1 Mobile FPS,GAME,4.3,56496,81M,"1,000,000+",Free,7-Aug-18
Poker Pro.Fr,GAME,4.2,5442,17M,"100,000+",Free,22-May-18
